phecode	phecode_string	category
ID_052	Herpesvirus	Infections
ID_052.1	Herpes simplex	Infections
ID_052.3	Varicella zoster virus	Infections
ID_052.31	Varicella [chickenpox]	Infections
ID_052.32	Herpes zoster	Infections
ID_052.4	Infectious mononucleosis	Infections
ID_052.5	Cytomegalovirus [CMV]	Infections
ID_052.6	Human herpesvirus 6	Infections
ID_052.7	Human herpesvirus 7	Infections
ID_053	Parvovirus	Infections
ID_054	Hepatovirus	Infections
ID_054.1	Hepatitis A	Infections
ID_054.2	Hepatitis B	Infections
ID_054.21	Hepatitis B with delta	Infections
ID_054.3	Hepatitis C	Infections
ID_054.31	Chronic hepatitis C	Infections
ID_054.32	Acute hepatitis C	Infections
ID_054.5	Hepatitis E	Infections
ID_055	Poxvirus	Infections
ID_055.1	Molluscum contagiosum	Infections
ID_056	Human papillomavirus	Infections
ID_056.1	Plantar wart	Infections
ID_056.2	Anogenital (venereal) warts	Infections
ID_057	Retrovirus	Infections
ID_057.1	Human immunodeficiency virus	Infections
ID_057.2	Human T-cell lymphotropic virus type 1*	Infections
ID_058	Pneumoviridae	Infections
ID_058.1	Respiratory syncytial virus	Infections
ID_058.2	Human metapneumovirus*	Infections
ID_059	Coronavirus	Infections
ID_059.1	Sars-CoV-2*	Infections
ID_060	Adenovirus	Infections
ID_061	Influenza virus	Infections
ID_061.1	Influenza A virus	Infections
ID_062	Parainfluenza virus	Infections
ID_063	Rotavirus	Infections
ID_064	Norovirus	Infections
ID_065	Measles virus	Infections
ID_066	Orthorubulavirus [Mumps]	Infections
ID_067	Rubella	Infections
ID_068	Dengue virus	Infections
ID_068.1	Dengue hemorrhagic fever*	Infections
ID_069	Other specified viral infections	Infections
ID_070	Candidiasis	Infections
ID_070.4	Disseminated candidiasis	Infections
ID_071	Coccidioides	Infections
ID_072	Histoplasmosis	Infections
ID_073	Blastomyces	Infections
ID_074	Aspergillosis	Infections
ID_075	Cryptococcosis	Infections
ID_076	Pneumocystosis	Infections
ID_078	Zygomycosis	Infections
ID_079	Other specified fungal infections	Infections
ID_084	Parasites	Infections
ID_084.1	Amebiasis	Infections
ID_084.2	Plasmodium [Malaria]	Infections
ID_084.3	Leishmaniasis [Leishmania]	Infections
ID_084.31	Visceral leishmaniasis	Infections
ID_084.32	Cutaneous leishmaniasis	Infections
ID_084.4	Trichomoniasis	Infections
ID_084.5	Toxoplasmosis	Infections
ID_084.6	Enterobiasis	Infections
ID_084.7	Giardiasis	Infections
ID_084.8	Cryptosporidiosis	Infections
ID_086	"Pediculosis, acariasis and other infestations"	Infections
ID_086.1	Pediculosis	Infections
ID_086.2	Scabies	Infections
ID_087	Infectious prions	Infections
ID_088	Sexually transmitted disease	Infections
ID_089	Infections	Infections
ID_089.1	Bacterial infections	Infections
ID_089.2	Viral infections	Infections
ID_089.3	Fungal infections	Infections
ID_091	Gangrene	Infections
ID_092	"Bacteremia, Sepsis, and SIRS"	Infections
ID_092.1	Systemic inflammatory response syndrome	Infections
ID_092.2	Sepsis	Infections
ID_092.3	Meningococcemia	Infections
ID_092.5	Toxic shock syndrome	Infections
ID_092.8	Bacteremia	Infections
ID_097	Drug resistant microorganisms	Infections
ID_097.1	Methicillin resistant Staphylococcus aureus	Infections
ID_097.2	Resistance to penicillins	Infections
ID_097.3	Resistance to beta lactam antibiotics	Infections
CA_100	Malignant neoplasm of the head and neck	Neoplasms
CA_100.1	Malignant neoplasm of the oral cavity	Neoplasms
CA_100.12	Malignant neoplasm of the tongue	Neoplasms
CA_100.13	Malignant neoplasm of the gums	Neoplasms
CA_100.14	Malignant neoplasm of the floor of mouth	Neoplasms
CA_100.15	Malignant neoplasm of the palate	Neoplasms
CA_100.2	Malignant neoplasm of the oropharynx	Neoplasms
CA_100.3	Malignant neoplasm of the nasopharynx	Neoplasms
CA_100.4	Malignant neoplasm of the hypopharynx	Neoplasms
CA_100.5	"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"	Neoplasms
CA_100.6	Malignant neoplasm of the larynx	Neoplasms
CA_100.7	Malignant neoplasm of the pharynx	Neoplasms
CA_100.8	Malignant neoplasm of the lip	Neoplasms
CA_100.9	Malignant neoplasm of the salivary glands	Neoplasms
CA_101	Malignant neoplasm of the digestive organs	Neoplasms
CA_101.1	Malignant neoplasm of the esophagus	Neoplasms
CA_101.2	Malignant neoplasm of stomach	Neoplasms
CA_101.21	Malignant neoplasm of cardia	Neoplasms
CA_101.3	Malignant neoplasm of the small intestine	Neoplasms
CA_101.4	Malignant neoplasm of the lower GI tract	Neoplasms
CA_101.41	Colorectal cancer	Neoplasms
CA_101.411	Malignant neoplasm of colon	Neoplasms
CA_101.412	Malignant neoplasm of appendix	Neoplasms
CA_101.42	Malignant neoplasm of anus	Neoplasms
CA_101.6	Malignant neoplasm of the liver and intrahepatic bile ducts	Neoplasms
CA_101.61	Malignant neoplasm of the liver	Neoplasms
CA_101.62	Malignant neoplasm of the intrahepatic bile ducts	Neoplasms
CA_101.7	Malignant neoplasm of the gallbladder and extrahepatic bile ducts	Neoplasms
CA_101.71	Malignant neoplasm of the gallbladder	Neoplasms
CA_101.8	Malignant neoplasm of the pancreas	Neoplasms
CA_102	Malignant neoplasm of the thoracic and respiratory organs	Neoplasms
CA_102.1	Malignant neoplasm of the of bronchus and lung	Neoplasms
CA_102.3	Malignant neoplasm of the trachea	Neoplasms
CA_102.5	"Malignant neoplasm of the heart, mediastinum, thymus, and pleura"	Neoplasms
CA_102.51	Malignant neoplasm of the heart	Neoplasms
CA_102.52	Malignant neoplasm of the mediastinum	Neoplasms
CA_102.53	Malignant neoplasm of the of pleura	Neoplasms
CA_102.54	Malignant neoplasm of the thymus	Neoplasms
CA_103	Malignant neoplasm of the skin	Neoplasms
CA_103.1	Melanomas of skin	Neoplasms
CA_103.2	Keratinocyte carcinoma	Neoplasms
CA_103.21	Basal cell carcinoma	Neoplasms
CA_103.22	Squamous cell carcinoma of the skin	Neoplasms
CA_103.3	Carcinoma in situ of skin	Neoplasms
CA_104	Malignant sarcoma-related cancers	Neoplasms
CA_104.1	Malignant neoplam of the bone and/or cartilage	Neoplasms
CA_104.2	Malignant neoplasm of retroperitoneum and peritoneum	Neoplasms
CA_104.3	Malignant neoplasm of connective and soft tissue	Neoplasms
CA_104.4	Malignant neoplasm of peripheral nerves*	Neoplasms
CA_104.5	Gastrointestinal stromal tumor*	Neoplasms
CA_104.6	Kaposi's sarcoma	Neoplasms
CA_105	Malignant neoplasm of the breast	Neoplasms
CA_105.1	"Malignant neoplasm of the breast, female"	Neoplasms
CA_105.2	"Malignant neoplasm of the breast, male"	Neoplasms
CA_106	Gynecological malignant neoplasms	Neoplasms
CA_106.1	Malignant neoplasm of external female genital organs and cervix	Neoplasms
CA_106.11	Malignant neoplasm of the vulva	Neoplasms
CA_106.12	Malignant neoplasm of the vagina	Neoplasms
CA_106.13	Malignant neoplasm of the cervix	Neoplasms
CA_106.2	Malignant neoplasm of the uterus	Neoplasms
CA_106.21	Malignant neoplasm of endometrium	Neoplasms
CA_106.3	Malignant neoplasm of the ovary	Neoplasms
CA_106.4	Malignant neoplasm of the fallopian tube and uterine adnexa	Neoplasms
CA_106.6	Malignant neoplasm of the placenta	Neoplasms
CA_107	Malignant neoplasm of male genitalia	Neoplasms
CA_107.1	Malignant neoplasm of the penis	Neoplasms
CA_107.2	Malignant neoplasm of the prostate	Neoplasms
CA_107.3	Malignant neoplasm of the testis	Neoplasms
CA_107.4	Malignant neoplasm of epididymis	Neoplasms
CA_107.5	Malignant neoplasm of spermatic cord	Neoplasms
CA_107.6	Malignant neoplasm of the scrotum	Neoplasms
CA_108	Malignant neoplasm of the urinary tract	Neoplasms
CA_108.4	Malignant neoplasm of the kidney	Neoplasms
CA_108.41	"Malignant neoplasm of kidney, except pelvis"	Neoplasms
CA_108.42	Malignant neoplasm of renal pelvis	Neoplasms
CA_108.5	Malignant neoplasm of the bladder	Neoplasms
CA_108.6	Malignant neoplasm of urethra	Neoplasms
CA_108.7	Malignant neoplasm of ureter	Neoplasms
CA_109	"Malignant neoplasm of the eye, brain and other parts of central nervous system"	Neoplasms
CA_109.1	Malignant neoplasm of eye	Neoplasms
CA_109.11	Malignant neoplasm of orbit	Neoplasms
CA_109.12	Malignant neoplasm of lacrimal gland and duct	Neoplasms
CA_109.13	Malignant neoplasm of conjunctiva	Neoplasms
CA_109.14	Malignant neoplasm of cornea	Neoplasms
CA_109.15	Malignant neoplasm of retina	Neoplasms
CA_109.16	Malignant neoplasm of choroid	Neoplasms
CA_109.2	Malignant neoplasm of meninges	Neoplasms
CA_109.3	Malignant neoplasm of brain	Neoplasms
CA_109.4	Malignant neoplasm of spinal cord	Neoplasms
CA_109.5	Malignant neoplasm of cranial nerve	Neoplasms
CA_110	Malignant neoplasm of the endocrine glands	Neoplasms
CA_110.1	Malignant neoplasm of the thyroid	Neoplasms
CA_110.3	Malignant neoplasm of the parathyroid gland	Neoplasms
CA_110.4	Malignant neoplasm of the pituitary gland and craniopharyngeal duct	Neoplasms
CA_110.5	Malignant neoplasm of the pineal gland	Neoplasms
CA_112	Malignant neoplasm of other and ill-defined sites	Neoplasms
CA_112.1	Mesothelioma*	Neoplasms
CA_114	Neuroendocrine tumors	Neoplasms
CA_114.1	Malignant neuroendocrine tumors	Neoplasms
CA_114.11	Exocrine pancreatic cancer	Neoplasms
CA_114.12	Merkel cell carcinoma	Neoplasms
CA_114.2	Benign neuroendocrine tumors	Neoplasms
CA_114.4	Carcinoid tumors	Neoplasms
CA_114.41	Intestinal carcinoid	Neoplasms
CA_114.42	Carcinoid tumor of the bronchus and lung	Neoplasms
CA_114.43	Carcinoid tumor of the thymus	Neoplasms
CA_114.44	Carcinoid tumor of the stomach	Neoplasms
CA_114.45	Carcinoid tumor of the kidney	Neoplasms
CA_114.5	Paraganglioma	Neoplasms
CA_114.6	Pheochromocytoma	Neoplasms
CA_116	Secondary malignant neoplasm	Neoplasms
CA_120	Hemo onc - by cell of origin	Neoplasms
CA_120.1	Myeloid	Neoplasms
CA_120.11	Plasma cell	Neoplasms
CA_120.12	Monocyte	Neoplasms
CA_120.13	Erythroid	Neoplasms
CA_120.14	Megakaryoblast	Neoplasms
CA_120.15	Mast cell	Neoplasms
CA_120.2	Lymphoid	Neoplasms
CA_120.21	Mature B-cell	Neoplasms
CA_120.22	Mature T-Cell	Neoplasms
CA_120.3	Histocytoces	Neoplasms
CA_121	Leukemia	Neoplasms
CA_121.1	Acute leukemia	Neoplasms
CA_121.11	Acute lymphoid leukemia	Neoplasms
CA_121.12	Acute myeloid leukemia	Neoplasms
CA_121.2	Chronic leukemia	Neoplasms
CA_121.21	Chronic lymphoid leukemia	Neoplasms
CA_121.22	Chronic myloid leukemia	Neoplasms
CA_121.23	Chronic myelomonocytic (monocytic) leukemia	Neoplasms
CA_122	Lymphoma	Neoplasms
CA_122.1	Hodgkin lymphoma	Neoplasms
CA_122.11	Nodular sclerosis Hodgkin lymphoma	Neoplasms
CA_122.2	Non-Hodgkin lymphoma	Neoplasms
CA_122.21	Follicular lymphoma	Neoplasms
CA_122.22	Diffuse large B-cell lymphoma*	Neoplasms
CA_122.23	Burkitt lymphoma	Neoplasms
CA_122.24	T-cell lymphoma	Neoplasms
CA_122.25	Anaplastic large cell lymphoma	Neoplasms
CA_122.26	"Extranodal NK/T-cell lymphoma, nasal type*"	Neoplasms
CA_123	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms
CA_123.1	Multiple myeloma	Neoplasms
CA_124	Myeloproliferative disorder	Neoplasms
CA_124.3	Polycythemia vera	Neoplasms
CA_124.5	Essential thrombocythemia	Neoplasms
CA_124.6	Myelodysplastic syndrome	Neoplasms
CA_124.7	Chronic myeloproliferative disease*	Neoplasms
CA_124.8	Myelofibrosis	Neoplasms
CA_125	"Other malignant neoplasms of lymphoid, hematopoietic and related tissue"	Neoplasms
CA_125.1	Cutaneous mastocytosis*	Neoplasms
CA_128	Estrogen receptor status	Neoplasms
CA_128.1	Estrogen receptor postitive status [ER+]	Neoplasms
CA_128.2	Estrogen receptor negative status [ER-]	Neoplasms
CA_130	"Cancer (solid tumor, excluding BCC)"	Neoplasms
CA_132	Sequelae of cancer	Neoplasms
CA_135	Benign neoplasm of the head and neck	Neoplasms
CA_135.1	Benign neoplasm of the oral cavity	Neoplasms
CA_135.11	Benign neoplasm of the lip	Neoplasms
CA_135.12	Benign neoplasm of the tongue	Neoplasms
CA_135.14	Benign neoplasm of the floor of mouth	Neoplasms
CA_135.16	Benign neoplasm of the salivary glands	Neoplasms
CA_135.2	Benign neoplasm of the oropharynx	Neoplasms
CA_135.3	Benign neoplasm of the nasopharynx	Neoplasms
CA_135.4	Benign neoplasm of the hypopharynx	Neoplasms
CA_135.5	Benign neoplasm of the paranasal sinus and nasal cavity	Neoplasms
CA_135.6	Benign neoplasm of vocal cord or larynx	Neoplasms
CA_136	Benign neoplasm of the digestive organs	Neoplasms
CA_136.1	Benign neoplasm of the esophagus	Neoplasms
CA_136.2	Benign neoplasm of stomach	Neoplasms
CA_136.3	Benign neoplasm of the small intestine	Neoplasms
CA_136.4	"Benign neoplasm of colon, rectum, anus and anal canal"	Neoplasms
CA_136.41	Benign neoplasm of the colon	Neoplasms
CA_136.42	Benign neoplasm of rectum and anus	Neoplasms
CA_136.6	Benign neoplasm of the liver and intrahepatic bile ducts	Neoplasms
CA_136.61	Benign neoplasm of the liver*	Neoplasms
CA_136.8	Benign neoplasm of the pancreas	Neoplasms
CA_137	Benign neoplasm of the thoracic and respiratory organs	Neoplasms
CA_137.1	Benign neoplasm of the of bronchus and lung	Neoplasms
CA_137.3	Benign neoplasm of the trachea	Neoplasms
CA_137.5	"Benign neoplasm of the heart, mediastinum, thymus, and pleura"	Neoplasms
CA_137.51	Benign neoplasm of the heart	Neoplasms
CA_137.52	Benign neoplasm of the mediastinum	Neoplasms
CA_137.53	Benign neoplasm of the of pleura	Neoplasms
CA_137.54	Benign neoplasm of the thymus	Neoplasms
CA_138	Benign neoplasm of the skin	Neoplasms
CA_138.1	"Nevus, non-neoplastic"	Neoplasms
CA_138.2	Melanocytic nevi*	Neoplasms
CA_139	Benign sarcoma-related cancers	Neoplasms
CA_139.1	Benign neoplams of the bone and/or cartilage	Neoplasms
CA_139.2	Benign neoplasm of retroperitoneum and peritoneum	Neoplasms
CA_139.3	Benign neoplasm of other connective and soft tissue	Neoplasms
CA_139.4	Benign neoplasm of peripheral nerves*	Neoplasms
CA_139.5	Lipoma	Neoplasms
CA_139.51	Lipomatosis*	Neoplasms
CA_139.52	Lipoma of intrathoracic organs	Neoplasms
CA_139.53	Lipoma of skin subcutaneous tissue	Neoplasms
CA_139.54	Testicular limpoma	Neoplasms
CA_139.6	Hemangioma and lymphangioma	Neoplasms
CA_139.61	Hemangioma	Neoplasms
CA_139.62	Lymphangioma	Neoplasms
CA_140	Benign neoplasm of the breast	Neoplasms
CA_142	Lump or mass in breast or nonspecific abnormal breast exam	Neoplasms
CA_142.1	Lump or mass in breast	Neoplasms
CA_142.2	Abnormal mammogram	Neoplasms
CA_142.21	Mammographic microcalcification	Neoplasms
CA_144	Gynecological benign neoplasms	Neoplasms
CA_144.1	Benign neoplasms of external female genital organs and cervix	Neoplasms
CA_144.11	Benign neoplasms of the vulva	Neoplasms
CA_144.12	Benign neoplasms of the vagina	Neoplasms
CA_144.13	Benign neoplasms of the cervix	Neoplasms
CA_144.2	Benign neoplasms of the uterus	Neoplasms
CA_144.21	Leiomyoma of uterus	Neoplasms
CA_144.3	Benign neoplasms of the ovary	Neoplasms
CA_144.4	Benign neoplasm of the fallopian tube and uterine adnexa	Neoplasms
CA_146	Benign neoplasm of male genital organs	Neoplasms
CA_146.1	Benign neoplasm of the penis	Neoplasms
CA_146.2	Benign neoplasm of the prostate	Neoplasms
CA_146.3	Benign neoplasm of the testis	Neoplasms
CA_146.31	Benign neoplasm of epididymis and spermatic cord	Neoplasms
CA_146.32	Benign neoplasm of the scrotum	Neoplasms
CA_147	Benign neoplasm of kidney and urinary organs	Neoplasms
CA_147.1	Benign neoplasm of the kidney	Neoplasms
CA_147.2	Benign neoplasm of ureter	Neoplasms
CA_147.3	Benign neoplasm of bladder	Neoplasms
CA_147.4	Benign neoplasm of urethra	Neoplasms
CA_148	"Benign neoplasm of the eye, brain and other parts of central nervous system"	Neoplasms
CA_148.1	Benign neoplasm of eye	Neoplasms
CA_148.11	Benign neoplasm of orbit	Neoplasms
CA_148.12	Benign neoplasm of lacrimal gland and duct	Neoplasms
CA_148.13	Benign neoplasm of conjunctiva	Neoplasms
CA_148.14	Benign neoplasm of cornea	Neoplasms
CA_148.15	Benign neoplasm of retina	Neoplasms
CA_148.16	Benign neoplasm of choroid	Neoplasms
CA_148.2	Benign neoplasm of meninges (Meningioma)	Neoplasms
CA_148.3	Benign neoplasm of brain	Neoplasms
CA_148.4	Benign neoplasm of spinal cord	Neoplasms
CA_148.5	Benign neoplasm of cranial nerve	Neoplasms
CA_149	Benign neoplasm of the endocrine glands	Neoplasms
CA_149.1	Benign neoplasm of the thyroid	Neoplasms
CA_149.3	Benign neoplasm of the parathyroid gland	Neoplasms
CA_149.4	Benign neoplasm of the pituitary gland and craniopharyngeal duct	Neoplasms
CA_149.5	Benign neoplasm of pineal gland	Neoplasms
CA_152	Benign neoplasm of lymph nodes	Neoplasms
CA_153	Benign neoplasm of other or unspecified sites	Neoplasms
BI_160	Deficiency anemias	Blood/Immune
BI_160.1	Iron deficiency anemia	Blood/Immune
BI_160.11	Iron deficiency anemia secondary to blood loss	Blood/Immune
BI_160.2	Megaloblastic anemia	Blood/Immune
BI_160.21	Vitamin B12 deficiency anemia due to intrinsic factor deficiency [Pernicious anemia]	Blood/Immune
BI_160.22	Folate-deficiency anemia	Blood/Immune
BI_160.3	Protein-deficiency anemia	Blood/Immune
BI_161	Hemolytic anemias (not specified as genetic)	Blood/Immune
BI_161.2	Extrinsic (acquired) hemolytic anemias	Blood/Immune
BI_161.21	Autoimmune hemolytic anemias [AIHA]	Blood/Immune
BI_161.22	Hemolytic-uremic syndrome	Blood/Immune
BI_161.23	Drug-induced hemolytic anemia*	Blood/Immune
BI_162	Aplastic anemia	Blood/Immune
BI_162.1	Constitutional (hereditary) aplastic anemia	Blood/Immune
BI_162.2	Acquired pure red cell aplasia [erythroblastopenia]	Blood/Immune
BI_162.3	Aplastic anemia due to drugs or other external agents*	Blood/Immune
BI_162.4	Idiopathic aplastic anemia*	Blood/Immune
BI_162.8	Pancytopenia	Blood/Immune
BI_162.81	Drug-induced pancytopenia	Blood/Immune
BI_164	Anemia	Blood/Immune
BI_164.1	Microcytic anemia	Blood/Immune
BI_164.2	Macrocytic anemia	Blood/Immune
BI_164.3	Acute posthemorrhagic anemia	Blood/Immune
BI_164.6	Anemia secondary to chronic diseases and conditions	Blood/Immune
BI_164.7	Myelophthisis	Blood/Immune
BI_164.8	Sideroblastic anemia	Blood/Immune
BI_168	"Coagulation defects, purpura and other hemorrhagic conditions"	Blood/Immune
BI_168.1	Hypo-coagulability	Blood/Immune
BI_168.12	Hemorrhagic disorder due to intrinsic circulating anticoagulants	Blood/Immune
BI_168.15	Acquired coagulation factor deficiency	Blood/Immune
BI_168.18	Other nonthrombocytopenic purpura	Blood/Immune
BI_168.2	Hyper-coagulability	Blood/Immune
BI_168.21	Primary thrombophilia	Blood/Immune
BI_168.211	Activated protein C resistance*	Blood/Immune
BI_168.213	Lupus anticoagulant syndrome*	Blood/Immune
BI_168.214	Antiphospholipid syndrome*	Blood/Immune
BI_168.22	Disseminated intravascular coagulation [Defibrination syndrome]	Blood/Immune
BI_168.3	Spontaneous ecchymoses	Blood/Immune
BI_168.4	Abnormal coagulation profile	Blood/Immune
BI_169	Platelet defects	Blood/Immune
BI_169.1	Thrombocytopenia	Blood/Immune
BI_169.11	Immune thrombocytopenic purpura [ITP]	Blood/Immune
BI_169.12	Evans syndrome	Blood/Immune
BI_169.13	Congenital and hereditary thrombocytopenic purpura	Blood/Immune
BI_169.14	Secondary thrombocytopenia	Blood/Immune
BI_169.15	Heparin-induced thrombocytopenia [HIT]	Blood/Immune
BI_169.2	Qualitative platelet defects	Blood/Immune
BI_170	Decreased white blood cell count	Blood/Immune
BI_170.1	Neutropenia	Blood/Immune
BI_170.12	Drug induced neutropenia	Blood/Immune
BI_170.13	Neutropenia due to infection	Blood/Immune
BI_170.14	Cyclic neutropenia	Blood/Immune
BI_170.2	Lymphocytopenia	Blood/Immune
BI_171	Elevated white blood cell count [Leukocytosis]	Blood/Immune
BI_171.1	Lymphocytosis (symptomatic)	Blood/Immune
BI_171.2	Monocytosis (symptomatic)	Blood/Immune
BI_171.3	Plasmacytosis	Blood/Immune
BI_171.4	Leukemoid reaction	Blood/Immune
BI_171.5	Basophilia	Blood/Immune
BI_171.6	Bandemia	Blood/Immune
BI_171.7	Eosinophilia	Blood/Immune
BI_171.71	Hypereosinophilic syndrome*	Blood/Immune
BI_171.711	Idiopathic hypereosinophilic syndrome*	Blood/Immune
BI_172	Other disorders of white blood cells	Blood/Immune
BI_172.1	Functional disorders of polymorphonuclear neutrophils	Blood/Immune
BI_172.3	Hemophagocytic syndromes	Blood/Immune
BI_174	Diseases of spleen	Blood/Immune
BI_174.1	Hyposplenism*	Blood/Immune
BI_174.2	Splenomegaly	Blood/Immune
BI_174.21	Hypersplenism	Blood/Immune
BI_174.22	Chronic congestive splenomegaly	Blood/Immune
BI_174.23	Neutropenic splenomegaly	Blood/Immune
BI_174.5	Abscess of spleen*	Blood/Immune
BI_174.6	Cyst of spleen*	Blood/Immune
BI_174.7	Infarction of spleen*	Blood/Immune
BI_175	Polycythemias	Blood/Immune
BI_175.2	Secondary polycythemia	Blood/Immune
BI_176	Other diseases of blood and blood-forming organs	Blood/Immune
BI_176.1	Thrombocytosis*	Blood/Immune
BI_177	Abnormality of the lymph nodes	Blood/Immune
BI_177.1	Lymphadenitis	Blood/Immune
BI_177.11	Mesenteric lymphadenitis	Blood/Immune
BI_177.12	Chronic lymphadenitis	Blood/Immune
BI_177.13	Acute lymphadenitis	Blood/Immune
BI_177.2	Enlargement of lymph nodes [Lymphadenopathy]	Blood/Immune
BI_177.3	Lymphangitis	Blood/Immune
BI_177.4	Lymphedema	Blood/Immune
BI_177.41	Hereditary lymphedema	Blood/Immune
BI_179	Immunodeficiencies	Blood/Immune
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune
BI_179.4	Selective deficiency of immunoglobulin A [IgA]	Blood/Immune
BI_179.5	Selective deficiency of immunoglobulin M [IgM]	Blood/Immune
BI_179.6	Selective deficiency of immunoglobulin G [IgG] subclasses*	Blood/Immune
BI_179.7	Common variable immunodeficiency [CVID]	Blood/Immune
BI_179.8	Immunodeficiency with increased IgM	Blood/Immune
BI_179.9	Immunodeficiency NOS	Blood/Immune
BI_180	Other disorders involving the immune mechanism	Blood/Immune
BI_180.2	Polyclonal hypergammaglobulinemia	Blood/Immune
BI_180.3	Paraproteinemias	Blood/Immune
BI_180.31	Monoclonal gammopathy	Blood/Immune
BI_180.33	Macroglobulinemia [Waldenstrom macroglobulinemia]	Blood/Immune
BI_180.34	Heavy chain disease*	Blood/Immune
BI_180.4	Cryoglobulinemia*	Blood/Immune
BI_180.6	Mast cell activation syndrome [MCAS]*	Blood/Immune
BI_180.7	Cytokine release syndrome*	Blood/Immune
BI_181	Autoimmune disease	Blood/Immune
EM_200	Disorders of thyroid gland	Endocrine/Metab
EM_200.1	Hypothyroidism	Endocrine/Metab
EM_200.11	Secondary hypothyroidism	Endocrine/Metab
EM_200.12	Hypothyroidism (not specified as secondary)	Endocrine/Metab
EM_200.16	Myxedema*	Endocrine/Metab
EM_200.2	Goiter	Endocrine/Metab
EM_200.21	Diffuse goiter	Endocrine/Metab
EM_200.22	Uninodular goiter [single thyroid nodule]	Endocrine/Metab
EM_200.23	Multinodular goiter	Endocrine/Metab
EM_200.24	Ectopic thyroid nodule	Endocrine/Metab
EM_200.25	Dyshormogenetic goiter	Endocrine/Metab
EM_200.3	Thyrotoxicosis [hyperthyroidism]	Endocrine/Metab
EM_200.31	Graves' disease [Toxic diffuse goiter]	Endocrine/Metab
EM_200.4	Thyroiditis	Endocrine/Metab
EM_200.41	Chronic thyroiditis	Endocrine/Metab
EM_200.411	Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Endocrine/Metab
EM_200.42	Acute thyroiditis	Endocrine/Metab
EM_200.43	Subacute thyroiditis	Endocrine/Metab
EM_200.45	Drug-induced/iatrogenic thyroiditis	Endocrine/Metab
EM_200.5	Disorders of thyrocalcitonin secretion	Endocrine/Metab
EM_200.6	Atrophy of thyroid*	Endocrine/Metab
EM_200.7	Iodine-related thyroid disorders	Endocrine/Metab
EM_200.8	Sick-euthyroid syndrome	Endocrine/Metab
EM_200.9	Abnormal thyroid function studies	Endocrine/Metab
EM_202	Diabetes mellitus	Endocrine/Metab
EM_202.1	Type 1 diabetes	Endocrine/Metab
EM_202.2	Type 2 diabetes	Endocrine/Metab
EM_202.3	Secondary diabetes	Endocrine/Metab
